Address,Building City,Building State,Building ZIP,Building Footprint,Building Footprint Sq Ft,Parcel Number,Year Built,Effective Year Built,Property Use,Stories,Land Area,Construction Type,Tax District,Land Value,Primary Aerial Source,Primary Aerial Image URL,Primary Aerial Photo Date,Primary Aerial Image File,Denver GIS Aerial Image URL,Denver GIS Aerial Photo Date,Denver GIS Aerial Image File
12358 E EASTER AVE,CENTENNIAL,CO,80112,"POLYGON ((3184636.8664993341080844 1639631.4600006418768317, 3184654.2389993257820606 1639631.5385006412398070, 3184675.3044993313960731 1639631.6340006534010172, 3184675.3159993258304894 1639629.1245006481185555, 3184685.3754993155598640 1639629.1700006455648690, 3184685.3624993269331753 1639632.0405006515793502, 3184760.9239993221126497 1639632.3825006284750998, 3184761.1064993240870535 1639592.0000006530899554, 3184761.2699993308633566 1639555.9205006430856884, 3184761.8944993326440454 1639417.9065006419550627, 3184762.5169993345625699 1639280.3960006427951157, 3184763.1474993270821869 1639141.0950006449129432, 3184763.3679993292316794 1639092.3050006567500532, 3184687.6649993374012411 1639091.9625006511341780, 3184687.6544993165880442 1639094.3150006425566971, 3184677.0649993270635605 1639094.2670006509870291, 3184677.0749993356876075 1639092.0540006437804550, 3184602.8379993326961994 1639091.7180006427224725, 3184602.8264993261545897 1639094.3245006424840540, 3184591.8454993367195129 1639094.2745006426703185, 3184591.8569993251003325 1639091.7605006475932896, 3184517.0184993245638907 1639091.4215006446465850, 3184516.7914993343874812 1639141.6110006514936686, 3184516.1689993287436664 1639279.1820006466004997, 3184515.5469993283040822 1639416.5380006416235119, 3184515.4134993199259043 1639446.1135006421245635, 3184515.2129993294365704 1639490.3715006441343576, 3184514.9159993291832507 1639556.0145006545353681, 3184514.7529993355274200 1639592.0000006407499313, 3184514.5749993310309947 1639631.3795006407890469, 3184589.7454993263818324 1639631.7200006502680480, 3184589.7579993330873549 1639628.9700006439816207, 3184599.9854993233457208 1639629.0165006467141211, 3184599.9749993137083948 1639631.2930006454698741, 3184636.8664993341080844 1639631.4600006418768317))",132893,207525314001,,,Warehouse/Storage 2235              Commercial,,11.09,Commercial,,3382715.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3184325.239%2C1638902.085%2C3184952.704%2C1639821.719&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
8039 S CHAMBERS RD,ENGLEWOOD,CO,80112,"POLYGON ((3192107.6074993340298533 1633380.0090006552636623, 3192578.8519993303343654 1632978.3475006348453462, 3192433.7074993220157921 1632811.4825006353203207, 3191974.5284993336535990 1633224.3470006629358977, 3192107.6074993340298533 1633380.0090006552636623))",131677,207331409001,,,Warehouse/Storage 2235              Commercial: Warehouse,,14.76,Commercial: Warehouse,,4506593.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3191763.015%2C1632599.969%2C3192790.365%2C1633591.522&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
9535 E COUNTY LINE RD,CENTENNIAL,CO,80112,"POLYGON ((3175631.3399993334896863 1632851.8730006434489042, 3175767.6139993211254478 1632852.1515006502158940, 3175767.6249993285164237 1632852.1645006467588246, 3175770.5854993266984820 1632872.1155006522312760, 3175773.1749993264675140 1632872.1210006480105221, 3175774.1739993211813271 1632872.1230006378609687, 3175782.4349993327632546 1632872.1400006415788084, 3175791.4939993298612535 1632872.1585006339009851, 3175791.8484993292950094 1632698.6040006515104324, 3175802.8329993281513453 1632698.6265006419271231, 3175802.8834993224591017 1632673.9260006435215473, 3175777.6154993325471878 1632673.8740006510633975, 3175777.5989993358962238 1632681.9850006538908929, 3175761.3089993358589709 1632681.9515006444416940, 3175761.3234993345104158 1632674.6605006624013186, 3175653.7814993243664503 1632674.4400006420910358, 3175653.7769993194378912 1632681.3295006537809968, 3175611.5754993227310479 1632681.2430006526410580, 3175611.5879993326961994 1632675.0315006370656192, 3175524.6634993236511946 1632674.8540006503462791, 3175524.6499993288889527 1632681.4315006551332772, 3175506.9054993214085698 1632681.3950006382074207, 3175506.9124993220902979 1632677.8835006507579237, 3175491.2164993286132812 1632677.8510006470605731, 3175491.2309993295930326 1632670.8505006446503103, 3175405.1799993398599327 1632670.6745006372220814, 3175405.1674993322230875 1632677.2515006377361715, 3175386.5504993330687284 1632677.2135006443131715, 3175386.5579993217252195 1632673.4085006455425173, 3175381.3304993361234665 1632673.3980006522033364, 3175381.3449993259273469 1632666.1210006508044899, 3175238.8879993176087737 1632665.8295006565749645, 3175238.8749993243254721 1632672.2400006498210132, 3175166.4704993362538517 1632672.0925006512552500, 3175166.0139993280172348 1632895.6765006433706731, 3175183.9799993275664747 1632913.7640006497967988, 3175391.8604993275366724 1632914.1885006423108280, 3175405.8199993162415922 1632914.2170006418600678, 3175410.5844993283972144 1632880.5035006427206099, 3175426.9834993374533951 1632845.3780006510205567, 3175507.5199993262067437 1632845.5420006336644292, 3175507.4349993313662708 1632887.2235006454866379, 3175531.7939993282780051 1632890.2125006525311619, 3175535.0754993329755962 1632865.2190006407909095, 3175631.3124993243254721 1632865.4160006437450647, 3175631.3399993334896863 1632851.8730006434489042))",129605,207534323002,,,Merchandising 2212              Commercial,,34.39,Commercial,,29980160.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3174943.110%2C1632442.925%2C3176025.788%2C1633137.121&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
6949 S POTOMAC ST,CENTENNIAL,CO,80112,"POLYGON ((3188239.0704993302933872 1640595.5045006514992565, 3188240.9049993278458714 1640379.7070006411522627, 3187888.1384993321262300 1640376.7080006422474980, 3187888.0344993332400918 1640388.9715006318874657, 3187888.0159993325360119 1640391.1750006482470781, 3187846.9749993155710399 1640390.6875006535556167, 3187845.7734993249177933 1640492.5795006460975856, 3187887.1494993283413351 1640493.0710006419103593, 3187886.8184993239119649 1640531.9795006494969130, 3187885.4549993309192359 1640692.3850006589200348, 3187885.4279993264935911 1640695.5355006514582783, 3187885.2469993233680725 1640716.8695006514899433, 3187885.2374993218109012 1640718.0095006446354091, 3188100.7724993200972676 1640719.8415006485302001, 3188238.0039993263781071 1640721.0085006465669721, 3188239.0704993302933872 1640595.5045006514992565))",124608,207525113003,,,Warehouse/Storage 2235              Commercial,,10.77,Commercial,,3279619.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3187707.477%2C1640238.412%2C3188379.201%2C1640859.305&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
7955 S POTOMAC ST,ENGLEWOOD,CO,80112,"POLYGON ((3189250.8049993338063359 1634272.7740006558597088, 3189264.0259993202053010 1634312.0000006507616490, 3189301.3419993235729635 1634422.7120006424374878, 3189490.1219993242993951 1634359.0835006446577609, 3189474.2524993265978992 1634312.0000006507616490, 3189301.6944993315264583 1633800.0380006439518183, 3189112.9144993247464299 1633863.6665006477851421, 3189155.4289993382990360 1633989.8025006377138197, 3189250.8049993338063359 1634272.7740006558597088))",117526,207331325001,,,Warehouse/Storage 2235              Commercial,,10.33,Commercial,,2577109.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3188894.979%2C1633582.102%2C3189708.058%2C1634640.648&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
7881 S WHEELING CT,ENGLEWOOD,CO,80112,"POLYGON ((3187724.3989993305876851 1634440.1110006531234831, 3187943.8999993312172592 1634440.3580006374977529, 3187943.9189993329346180 1634423.7885006410069764, 3187944.0369993331842124 1634319.0100006533320993, 3187944.0494993324391544 1634307.7425006460398436, 3187955.6704993285238743 1634307.7555006425827742, 3187955.6864993204362690 1634293.3060006415471435, 3187944.0659993328154087 1634293.2935006432235241, 3187944.0694993296638131 1634290.1990006442647427, 3187954.5569993238896132 1634290.2110006352886558, 3188044.2869993322528899 1634290.3120006462559104, 3188044.3629993335343897 1634222.9405006524175406, 3188063.8659993237815797 1634222.9625006536953151, 3188068.7724993200972676 1634222.9680006373673677, 3188068.7904993230476975 1634206.7640006535220891, 3188068.7959993323311210 1634202.0150006497278810, 3188063.8564993278123438 1634202.0085006360895932, 3188044.5164993279613554 1634201.9875006435904652, 3188044.5859993249177933 1634140.5195006409194320, 3187962.5449993242509663 1634140.4275006437674165, 3187955.8309993287548423 1634140.4215006376616657, 3187955.8449993263930082 1634124.4450006401166320, 3187944.0339993247762322 1634124.4345006376970559, 3187944.0439993264153600 1634117.8365006507374346, 3187944.1689993310719728 1634006.9140006520319730, 3187944.1864993274211884 1633990.9440006497316062, 3187815.2369993268512189 1633990.7990006485488266, 3187815.2424993384629488 1633985.9360006493516266, 3187760.2119993260130286 1633985.8755006350111216, 3187755.4359993324615061 1633985.8705006344243884, 3187725.3164993231184781 1633985.8375006448477507, 3187724.9054993200115860 1633985.8370006405748427, 3187724.9039993276819587 1633990.6990006554406136, 3187724.3989993305876851 1634440.1110006531234831))",114942,207536404001,,,Warehouse/Storage 2235              Industrial,,10.96,Industrial,,1169877.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3187565.317%2C1633826.755%2C3188227.878%2C1634599.440&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
6801 S TUCSON WAY,CENTENNIAL,CO,80112,"POLYGON ((3186778.9764993335120380 1640747.8150006439536810, 3186776.7709993282333016 1640967.1185006520245224, 3186821.4624993358738720 1640967.5680006502661854, 3186821.5689993356354535 1640957.0005006466526538, 3186844.4759993278421462 1640998.5960006462410092, 3186856.1264993241056800 1641019.7510006434749812, 3186880.5789993270300329 1641064.1540006436407566, 3186864.2499993285164237 1641063.9900006456300616, 3186864.1494993241503835 1641073.9940006586257368, 3186822.1239993292838335 1641073.5715006468817592, 3186820.1739993216469884 1641267.5065006553195417, 3186842.8704993245191872 1641267.7345006552059203, 3186842.8159993276931345 1641273.1655006594955921, 3186870.8174993246793747 1641273.4470006464980543, 3186871.6429993426427245 1641274.2155006423126906, 3186872.5164993237704039 1641274.9280006473418325, 3186873.4344993168488145 1641275.5835006411653012, 3186874.3934993310831487 1641276.1780006471090019, 3186875.3889993266202509 1641276.7095006504096091, 3186876.4169993270188570 1641277.1750006438232958, 3186877.4729993315413594 1641277.5740006382111460, 3186878.5524993240833282 1641277.9040006424766034, 3186879.6514993286691606 1641278.1625006471294910, 3186880.7639993289485574 1641278.3495006519369781, 3186881.8864993308670819 1641278.4650006450247020, 3186883.0139993238262832 1641278.5065006534568965, 3186882.8719993252307177 1641292.6385006515774876, 3186887.3459993274882436 1641292.6835006598848850, 3186886.4844993338920176 1641378.3205006450880319, 3186881.7379993353970349 1641378.2730006456840783, 3186877.7209993302822113 1641381.2390006426721811, 3186873.5349993207491934 1641383.9925006611738354, 3186869.2084993245080113 1641386.5150006446056068, 3186841.8689993326552212 1641386.2400006435345858, 3186841.8214993337169290 1641391.0570006472989917, 3186819.4209993313997984 1641390.8310006493702531, 3186817.2909993249922991 1641602.5075006403494626, 3186862.4029993261210620 1641602.9610006429720670, 3186862.5174993253313005 1641591.5415006498806179, 3186867.0334993316791952 1641589.5490006385371089, 3186871.4984993324615061 1641587.4540006369352341, 3186887.3824993208982050 1641587.6145006443839520, 3186887.4804993257857859 1641577.8535006388556212, 3186929.7059993287548423 1641578.2785006479825824, 3186930.8904993212781847 1641460.5210006393026561, 3186932.3179993308149278 1641460.5360006503760815, 3186932.3534993263892829 1641457.0305006294511259, 3186934.0914993290789425 1641457.0485006480012089, 3186934.5454993252642453 1641455.6370006476063281, 3186934.9049993245862424 1641454.1985006516333669, 3186935.1689993334002793 1641452.7400006440002471, 3186935.3359993188641965 1641451.2670006603002548, 3186935.4044993207789958 1641449.7870006465818733, 3186935.3764993231743574 1641448.3045006510801613, 3186935.2489993311464787 1641446.8275006480980664, 3186935.0244993269443512 1641445.3625006421934813, 3186934.7039993228390813 1641443.9160006470046937, 3186934.2879993291571736 1641442.4945006424095482, 3186933.7794993198476732 1641441.1035006456077099, 3186933.1794993239454925 1641439.7495006518438458, 3186932.4919993272051215 1641438.4385006397496909, 3186931.7184993354603648 1641437.1765006401110440, 3186930.8634993289597332 1641435.9685006502550095, 3186930.9769993256777525 1641424.6570006462279707, 3186935.3144993311725557 1641422.8750006388872862, 3186939.5274993316270411 1641420.8265006369911134, 3186956.0334993279539049 1641420.9925006586126983, 3186956.1314993342384696 1641411.2395006399601698, 3186997.4709993307478726 1641411.6555006443522871, 3186999.4224993279203773 1641217.6295006538275629, 3186949.7904993314296007 1641217.1305006509646773, 3186947.3854993279092014 1641215.4015006509143859, 3186944.8634993210434914 1641213.8500006375834346, 3186942.2349993283860385 1641212.4855006413999945, 3186939.5154993170872331 1641211.3135006458032876, 3186936.7184993335977197 1641210.3415006364230067, 3186936.9039993276819587 1641191.8795006526634097, 3186932.2569993264041841 1641191.8320006472058594, 3186933.6874993280507624 1641049.5600006519816816, 3186889.5054993364028633 1641049.1155006510671228, 3186889.3984993235208094 1641059.7965006425511092, 3186865.7514993268996477 1641016.8310006512328982, 3186854.0614993250928819 1640995.5910006503108889, 3186830.1369993225671351 1640952.1220006414223462, 3186846.3229993260465562 1640952.2850006429944187, 3186846.4189993324689567 1640942.7700006407685578, 3186888.1254993216134608 1640943.1895006510894746, 3186889.3129993220791221 1640825.1790006458759308, 3186895.1779993348754942 1640825.2380006625317037, 3186895.3644993281923234 1640806.6870006462559104, 3186898.8634993280284107 1640805.4985006451606750, 3186902.2749993298202753 1640804.0750006507150829, 3186905.5829993337392807 1640802.4240006394684315, 3186908.7714993315748870 1640800.5520006462465972, 3186956.9519993346184492 1640801.0370006407611072, 3186958.4224993223324418 1640654.8325006379745901, 3186976.2584993196651340 1640655.0120006573852152, 3186976.7389993211254478 1640607.2155006448738277, 3186927.2209993307478726 1640606.7175006477627903, 3186927.4774993360042572 1640581.2575006431434304, 3186927.4869993315078318 1640580.2790006475988775, 3186916.6509993220679462 1640580.1700006560422480, 3186916.7074993262067437 1640574.5295006411615759, 3186902.0844993335194886 1640574.3825006347615272, 3186901.9229993205517530 1640590.3785006452817470, 3186891.5359993288293481 1640590.2745006449986249, 3186891.6224993355572224 1640581.6905006540473551, 3186847.5369993308559060 1640581.2470006374642253, 3186846.1039993297308683 1640723.7070006371941417, 3186841.6609993227757514 1640723.6620006412267685, 3186841.5199993252754211 1640737.6650006514973938, 3186839.5064993393607438 1640738.1985006663016975, 3186837.5349993249401450 1640738.8675006518606097, 3186835.6134993284940720 1640739.6695006417576224, 3186833.7499993266537786 1640740.6000006454996765, 3186831.9549993257969618 1640741.6555006485432386, 3186830.2354993233457208 1640742.8310006437823176, 3186828.9599993210285902 1640743.8365006442181766, 3186828.8434993303380907 1640730.0580006460659206, 3186782.7759993197396398 1640730.4370006504468620, 3186782.9229993289336562 1640747.8545006504282355, 3186778.9764993335120380 1640747.8150006439536810))",112552,207525108001,,,Offices 2220              Commercial,,26.40,Commercial,,2414966.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3186416.769%2C1640214.380%2C3187359.425%2C1641962.963&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
13409 E BRONCOS PKWY,ENGLEWOOD,CO,80112,"POLYGON ((3188275.3184993271715939 1636594.5280006369575858, 3188248.0554993301630020 1636594.6180006472859532, 3188248.0124993291683495 1636581.7195006553083658, 3188215.1874993271194398 1636581.8280006458517164, 3188215.2304993225261569 1636594.9355006469413638, 3188190.3784993290901184 1636595.0175006429199129, 3188188.6449993210844696 1636595.0230006601195782, 3188107.9024993330240250 1636595.2895006393082440, 3188107.9139993377029896 1636598.7680006583686918, 3188054.7994993291795254 1636598.9435006398707628, 3188054.8674993352033198 1636619.4590006538201123, 3188073.8084993348456919 1636619.3970006478484720, 3188073.8614993277005851 1636635.5470006430987269, 3188073.8789993338286877 1636640.7795006467495114, 3188071.5994993341155350 1636640.7915006591938436, 3187868.8194993278011680 1636641.8560006606858224, 3187869.5539993341080844 1636864.4975006426684558, 3187968.2434993218630552 1636864.1720006500836462, 3187968.2984993350692093 1636880.9050006461329758, 3187997.3994993208907545 1636880.8085006498731673, 3187997.3469993257895112 1636864.8325006535742432, 3188055.0084993243217468 1636864.6410006524529308, 3188055.0169993322342634 1636879.8945006513968110, 3188154.5474993223324418 1636879.8370006447657943, 3188161.8129993262700737 1636879.8325006393715739, 3188179.2434993274509907 1636879.8225006505381316, 3188202.6114993216469884 1636879.8090006464626640, 3188207.5024993242695928 1636879.8060006420128047, 3188211.7744993316009641 1636879.8035006385762244, 3188231.6924993218854070 1636879.7920006457716227, 3188255.4559993268921971 1636879.7785006570629776, 3188268.2249993216246367 1636879.7710006469860673, 3188270.5954993362538517 1636879.7695006553549320, 3188270.5884993234649301 1636867.9470006364863366, 3188270.5864993305876851 1636864.4410006601829082, 3188284.0994993303902447 1636864.3965006500948220, 3188305.2179993269965053 1636864.3270006526727229, 3188304.4799993336200714 1636640.6375006500165910, 3188307.4939993345178664 1636640.6300006369128823, 3188307.3819993231445551 1636606.0770006559323519, 3188297.2589993323199451 1636594.4545006474945694, 3188289.3499993220902979 1636594.4800006547011435, 3188275.3184993271715939 1636594.5280006369575858))",112475,207536127001,,,Special Purpose 2230              Commercial,,26.21,Commercial,,7972209.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3187715.283%2C1636428.183%2C3188461.030%2C1637034.441&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
7811 S FAIRPLAY ST,ENGLEWOOD,CO,80112,"POLYGON ((3192939.5854993290267885 1634762.7985006461385638, 3192747.4714993215166032 1634762.7885006419382989, 3192747.4609993225894868 1634964.2225006420630962, 3193302.3194993319921196 1634964.2515006368048489, 3193302.3289993195794523 1634781.5545006429310888, 3193275.5074993222951889 1634781.5535006434656680, 3193275.5084993252530694 1634762.8160006420221180, 3193053.1034993231296539 1634762.8045006461907178, 3193053.1024993374012411 1634781.5345006438437849, 3193000.5469993343576789 1634781.5320006557740271, 3193000.5479993205517530 1634762.8015006445348263, 3192975.1744993333704770 1634762.8005006513558328, 3192939.5854993290267885 1634762.7985006461385638))",110280,207331107002,,,Warehouse/Storage 2235              Foundation/Ruin,,9.80,Foundation/Ruin,,2984464.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3192553.257%2C1634568.585%2C3193496.533%2C1635158.455&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
8525 E ARAPAHOE RD,GREENWOODVILLAGE,CO,80112,"POLYGON ((3171398.7629993283189833 1642715.0960006474051625, 3171405.6839993284083903 1642715.1505006432998925, 3171405.6064993301406503 1642724.9820006364025176, 3171413.6474993247538805 1642725.0455006340052933, 3171413.7244993252679706 1642715.2135006303433329, 3171414.6984993354417384 1642715.2215006323531270, 3171451.7339993291534483 1642715.5125006497837603, 3171451.7819993318989873 1642709.4190006521530449, 3171516.8324993248097599 1642709.9305006563663483, 3171516.8789993221871555 1642704.0260006443131715, 3171578.5404993304982781 1642704.5115006491541862, 3171578.3414993234910071 1642729.8700006445869803, 3171660.8839993318542838 1642730.5190006401389837, 3171661.8429993218742311 1642608.6950006480328739, 3171578.5664993217214942 1642608.0395006448961794, 3171578.5034993318840861 1642616.1540006503928453, 3171510.2699993243440986 1642615.6165006440132856, 3171510.2219993332400918 1642621.7000006434973329, 3171445.9419993381015956 1642621.1945006423629820, 3171445.8899993281811476 1642627.8025006337556988, 3171398.6364993327297270 1642627.4305006382055581, 3171398.5354993352666497 1642640.2320006384979934, 3171315.1379993241280317 1642639.5755006421823055, 3171315.1189993303269148 1642641.9995006485842168, 3171311.3089993298053741 1642641.9700006463099271, 3171311.3269993341527879 1642639.6635006442666054, 3171215.1474993252195418 1642638.9065006382297724, 3171215.1324993213638663 1642640.8190006464719772, 3170986.9529993217438459 1642639.0230006491765380, 3170986.9184993328526616 1642643.4490006330888718, 3170985.9084993284195662 1642771.7765006362460554, 3170985.8304993370547891 1642781.6865006471052766, 3170985.5974993300624192 1642811.3400006457231939, 3171063.6524993376806378 1642811.9545006537809968, 3171070.1624993230216205 1642834.6500006453134120, 3171072.4074993245303631 1642842.4755006539635360, 3171103.7854993385262787 1642842.7215006416663527, 3171103.7594993277452886 1642846.1305006446782500, 3171397.7139993314631283 1642848.4440006555523723, 3171397.7254993300884962 1642846.9395006524864584, 3171397.9339993288740516 1642820.4535006470978260, 3171398.7629993283189833 1642715.0960006474051625))",108532,207521418001,,,Merchandising 2212              Commercial,,16.23,Commercial,,35327150.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3170748.912%2C1642371.354%2C3171898.529%2C1643085.130&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
6961 S QUENTIN ST,CENTENNIAL,CO,80112,"POLYGON ((3183860.3094993229024112 1640610.8770006431732327, 3184072.3959993300959468 1640611.5485006412491202, 3184072.3494993303902447 1640615.7245006514713168, 3184085.7084993310272694 1640615.8730006373953074, 3184090.1964993309229612 1640615.9230006369762123, 3184094.2159993364475667 1640615.9680006452836096, 3184094.2639993219636381 1640611.6180006389040500, 3184095.4214993254281580 1640611.6215006418060511, 3184268.6879993230104446 1640612.1700006551109254, 3184269.4499993338249624 1640371.4670006444212049, 3184229.1289993212558329 1640371.3390006406698376, 3183842.5909993327222764 1640370.1150006314273924, 3183821.5814993204548955 1640370.0490006487816572, 3183820.9684993340633810 1640563.7125006560236216, 3183818.1724993288516998 1640563.6940006574150175, 3183815.1084993323311210 1640563.6740006369072944, 3183814.9809993300586939 1640583.2770006440114230, 3183820.9059993308037519 1640583.3155006601009518, 3183820.8934993296861649 1640587.3400006492156535, 3183820.8899993277154863 1640588.5370006384328008, 3183817.8889993275515735 1640588.5175006526988000, 3183814.8449993273243308 1640588.4975006473250687, 3183814.7224993240088224 1640607.1580006442964077, 3183820.8309993278235197 1640607.1980006459634751, 3183820.8194993264041841 1640610.7520006534177810, 3183843.6854993258602917 1640610.8245006371289492, 3183843.6494993241503835 1640614.0465006444137543, 3183843.6414993284270167 1640614.8080006467644125, 3183852.0684993257746100 1640614.9010006464086473, 3183852.0849993242882192 1640614.9010006373282522, 3183856.5734993400983512 1640614.8915006434544921, 3183860.2654993226751685 1640614.8840006580576301, 3183860.3094993229024112 1640610.8770006431732327))",108194,207525223001,,,Warehouse/Storage 2235              Industrial,,5.41,Industrial,,1649886.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3183655.568%2C1640210.894%2C3184428.605%2C1640775.123&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
